A1	A2	B1	B2	Variable A	Variable B	Group	Group (base)	Method	Combination	ID A	ID B
I	2.0	R	8.0	I2 - Introducing issue types [main]	R8 - Aspects of review comments: topic	1	1	fisher	IR	I2	R8
I	2.0	R	8.0	I2 - Introducing issue types [main]	R8 - Aspects of review comments: action	1	1	fisher	IR	I2	R8
I	2.0	R	9.0	I2 - Introducing issue types [main]	R9 - Bug covering review comments [any]	31	31	fisher	IR	I2	R9
I	2.0	R	10.0	I2 - Introducing issue types [main]	R10 - Bug covering review changes [any]	31	31	fisher	IR	I2	R10
I	2.0	R	11.0	I2 - Introducing issue types [main]	R11 - Review branch	1	1	fisher	IR	I2	R11
I	3.0	B	1.0	I3 - Introducing issue severity [max]	B1 - Build tools	1	1	fisher	IB	I3	B1
I	3.0	B	2.0	I3 - Introducing issue severity [max]	B2 - Dependency resolution	1	1	fisher	IB	I3	B2
I	3.0	B	3.0	I3 - Introducing issue severity [max]	B3 - Build practices	1	1	fisher	IB	I3	B3
I	3.0	C	2.1	I3 - Introducing issue severity [max]	C2.1 - Commit type (current)	1	1	fisher	IC	I3	C2
I	3.0	C	2.2	I3 - Introducing issue severity [max]	C2.2 - Commit types (children)	1	1	fisher	IC	I3	C2
I	3.0	C	2.3	I3 - Introducing issue severity [max]	C2.3 - Commit types (parents)	1	1	fisher	IC	I3	C2
I	3.0	C	7.0	I3 - Introducing issue severity [max]	C7 - Committer type	1	1	fisher	IC	I3	C7
I	3.0	C	8.0	I3 - Introducing issue severity [max]	C8 - Multiple concerns	1	1	fisher	IC	I3	C8
I	3.0	C	9.0	I3 - Introducing issue severity [max]	C9 - Commit type Swanson	1	1	fisher	IC	I3	C9
I	3.0	C	10.0	I3 - Introducing issue severity [max]	C10 - Test changes	1	1	fisher	IC	I3	C10
I	3.0	C	11.0	I3 - Introducing issue severity [max]	C11 - Bug-covering test changes	31	31	fisher	IC	I3	C11
I	3.0	C	12.0	I3 - Introducing issue severity [max]	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	IC	I3	C12
I	3.0	C	13.0	I3 - Introducing issue severity [max]	C13 - Test failures	1	1	fisher	IC	I3	C13
I	3.0	C	15.0	I3 - Introducing issue severity [max]	C15 - Documentation changes	1	1	fisher	IC	I3	C15
I	3.0	C	16.0	I3 - Introducing issue severity [max]	C16 - Bug affecting documentation	31	31	fisher	IC	I3	C16
I	3.0	C	17.0	I3 - Introducing issue severity [max]	C17 - Refactorings	1	1	fisher	IC	I3	C17
I	3.0	C	18.0	I3 - Introducing issue severity [max]	C18 - Bug-introducing refactorings	31	31	fisher	IC	I3	C18
I	3.0	C	19.0	I3 - Introducing issue severity [max]	C19 - Design changes	1	1	fisher	IC	I3	C19
I	3.0	C	20.0	I3 - Introducing issue severity [max]	C20 - Bug-introducing design changes	31	31	fisher	IC	I3	C20
I	3.0	C	21.0	I3 - Introducing issue severity [max]	C21 - Change of external dependencies	1	1	fisher	IC	I3	C21
I	3.0	C	22.0	I3 - Introducing issue severity [max]	C22 - Bug-introducing dependency changes	32	32	fisher	IC	I3	C22
I	3.0	CI	2.0	I3 - Introducing issue severity [max]	CI2 - CI build status	3.3	3	fisher	ICI	I3	CI2
I	3.0	CI	3.0	I3 - Introducing issue severity [max]	CI3 - CI build status change	1	1	fisher	ICI	I3	CI3
I	3.0	I	5.1	I3 - Introducing issue severity [max]	I5.1 - Introducing issue discussant roles	1	1	fisher	II	I3	I5
I	3.0	I	5.2	I3 - Introducing issue severity [max]	I5.2 - Introducing issue reporter role [max]	1	1	fisher	II	I3	I5
I	3.0	I	5.3	I3 - Introducing issue severity [max]	I5.3 - Introducing issue assignee role [max]	1	1	fisher	II	I3	I5
I	3.0	I	5.4	I3 - Introducing issue severity [max]	I5.4 - Introducing issue creator role [max]	1	1	fisher	II	I3	I5
I	3.0	I	6.0	I3 - Introducing issue severity [max]	I6 - Aspects of introducing issue discussion: target	1	1	fisher	II	I3	I6
I	3.0	I	6.0	I3 - Introducing issue severity [max]	I6 - Aspects of introducing issue discussion: topic	1	1	fisher	II	I3	I6
I	3.0	I	6.0	I3 - Introducing issue severity [max]	I6 - Aspects of introducing issue discussion: action	1	1	fisher	II	I3	I6
I	3.0	I	8.0	I3 - Introducing issue severity [max]	I8 - does it have a wiki? or does it have a specification? [any]	3.3	3	fisher	II	I3	I8
I	3.0	I	9.0	I3 - Introducing issue severity [max]	I9 - Introducing issue reopened [any]	1	1	fisher	II	I3	I9
I	3.0	ML	2.1	I3 - Introducing issue severity [max]	ML2.1 - ML bug discussant roles	31	31	fisher	IML	I3	ML2
I	3.0	ML	3.0	I3 - Introducing issue severity [max]	ML3 - Aspects of ML bug discussion: target	31	31	fisher	IML	I3	ML3
I	3.0	ML	3.0	I3 - Introducing issue severity [max]	ML3 - Aspects of ML bug discussion: topic	31	31	fisher	IML	I3	ML3
I	3.0	ML	3.0	I3 - Introducing issue severity [max]	ML3 - Aspects of ML bug discussion: action	31	31	fisher	IML	I3	ML3
I	3.0	ML	5.1	I3 - Introducing issue severity [max]	ML5.1 - ML introducing change discussant roles	1	1	fisher	IML	I3	ML5
I	3.0	ML	6.0	I3 - Introducing issue severity [max]	ML6 - Aspects of ML introducing change discussion: target	1	1	fisher	IML	I3	ML6
I	3.0	ML	6.0	I3 - Introducing issue severity [max]	ML6 - Aspects of ML introducing change discussion: topic	1	1	fisher	IML	I3	ML6
I	3.0	ML	6.0	I3 - Introducing issue severity [max]	ML6 - Aspects of ML introducing change discussion: action	1	1	fisher	IML	I3	ML6
I	3.0	O	2.0	I3 - Introducing issue severity [max]	O2 - Type of other media in which bug was discussed	3.3	3	fisher	IO	I3	O2
I	3.0	O	3.1	I3 - Introducing issue severity [max]	O3.1 - Discussant roles in other media	31	31	fisher	IO	I3	O3
I	3.0	O	4.0	I3 - Introducing issue severity [max]	O4 - Aspects of discussions in other media: target	1	1	fisher	IO	I3	O4
I	3.0	O	4.0	I3 - Introducing issue severity [max]	O4 - Aspects of discussions in other media: action	1	1	fisher	IO	I3	O4
I	3.0	O	4.0	I3 - Introducing issue severity [max]	O4 - Aspects of discussions in other media: topic	3.3	3	fisher	IO	I3	O4
I	3.0	O	5.0	I3 - Introducing issue severity [max]	O5 - Buggy files arepresent in the BIC?	31	31	fisher	IO	I3	O5
I	3.0	R	2.0	I3 - Introducing issue severity [max]	R2 - Review tool [main]	1	1	fisher	IR	I3	R2
I	3.0	R	4.0	I3 - Introducing issue severity [max]	R4 - Reviewer types	1	1	fisher	IR	I3	R4
I	3.0	R	7.0	I3 - Introducing issue severity [max]	R7 - Caused changes [any]	1	1	fisher	IR	I3	R7
I	3.0	R	8.0	I3 - Introducing issue severity [max]	R8 - Aspects of review comments: target	1	1	fisher	IR	I3	R8
I	3.0	R	8.0	I3 - Introducing issue severity [max]	R8 - Aspects of review comments: topic	1	1	fisher	IR	I3	R8
I	3.0	R	8.0	I3 - Introducing issue severity [max]	R8 - Aspects of review comments: action	1	1	fisher	IR	I3	R8
I	3.0	R	9.0	I3 - Introducing issue severity [max]	R9 - Bug covering review comments [any]	31	31	fisher	IR	I3	R9
I	3.0	R	10.0	I3 - Introducing issue severity [max]	R10 - Bug covering review changes [any]	31	31	fisher	IR	I3	R10
I	3.0	R	11.0	I3 - Introducing issue severity [max]	R11 - Review branch	1	1	fisher	IR	I3	R11
I	4.0	B	1.0	I4 - Introducing issue labels	B1 - Build tools	3.1	3	fisher	IB	I4	B1
I	4.0	B	2.0	I4 - Introducing issue labels	B2 - Dependency resolution	1	1	fisher	IB	I4	B2
I	4.0	B	3.0	I4 - Introducing issue labels	B3 - Build practices	3.3	3	fisher	IB	I4	B3
I	4.0	C	2.1	I4 - Introducing issue labels	C2.1 - Commit type (current)	2.1	2	fisher	IC	I4	C2
I	4.0	C	2.2	I4 - Introducing issue labels	C2.2 - Commit types (children)	3.3	3	fisher	IC	I4	C2
I	4.0	C	2.3	I4 - Introducing issue labels	C2.3 - Commit types (parents)	3.3	3	fisher	IC	I4	C2
I	4.0	C	7.0	I4 - Introducing issue labels	C7 - Committer type	1	1	fisher	IC	I4	C7
I	4.0	C	8.0	I4 - Introducing issue labels	C8 - Multiple concerns	1	1	fisher	IC	I4	C8
I	4.0	C	9.0	I4 - Introducing issue labels	C9 - Commit type Swanson	3.3	3	fisher	IC	I4	C9
I	4.0	C	10.0	I4 - Introducing issue labels	C10 - Test changes	1	1	fisher	IC	I4	C10
I	4.0	C	11.0	I4 - Introducing issue labels	C11 - Bug-covering test changes	31	31	fisher	IC	I4	C11
I	4.0	C	12.0	I4 - Introducing issue labels	C12 - Bug-covering changes prior or subsequent commit	32	32	fisher	IC	I4	C12
I	4.0	C	13.0	I4 - Introducing issue labels	C13 - Test failures	1	1	fisher	IC	I4	C13
I	4.0	C	15.0	I4 - Introducing issue labels	C15 - Documentation changes	1	1	fisher	IC	I4	C15
I	4.0	C	16.0	I4 - Introducing issue labels	C16 - Bug affecting documentation	31	31	fisher	IC	I4	C16
I	4.0	C	17.0	I4 - Introducing issue labels	C17 - Refactorings	1	1	fisher	IC	I4	C17
I	4.0	C	18.0	I4 - Introducing issue labels	C18 - Bug-introducing refactorings	31	31	fisher	IC	I4	C18
I	4.0	C	19.0	I4 - Introducing issue labels	C19 - Design changes	1	1	fisher	IC	I4	C19
I	4.0	C	20.0	I4 - Introducing issue labels	C20 - Bug-introducing design changes	32	32	fisher	IC	I4	C20
I	4.0	C	21.0	I4 - Introducing issue labels	C21 - Change of external dependencies	3.3	3	fisher	IC	I4	C21
I	4.0	C	22.0	I4 - Introducing issue labels	C22 - Bug-introducing dependency changes	32	32	fisher	IC	I4	C22
I	4.0	CI	2.0	I4 - Introducing issue labels	CI2 - CI build status	1	1	fisher	ICI	I4	CI2
I	4.0	CI	3.0	I4 - Introducing issue labels	CI3 - CI build status change	1	1	fisher	ICI	I4	CI3
I	4.0	F	2.0	I4 - Introducing issue labels	F2 - Bug severity [max]	31	31	fisher	IF	I4	F2
I	4.0	F	3.0	I4 - Introducing issue labels	F3 - Bug labels	32	32	fisher	IF	I4	F3
I	4.0	F	4.1	I4 - Introducing issue labels	F4.1 - Bug discussant roles	31	31	fisher	IF	I4	F4
I	4.0	F	4.2	I4 - Introducing issue labels	F4.2 - Bug reporter role [max]	31	31	fisher	IF	I4	F4
I	4.0	F	4.3	I4 - Introducing issue labels	F4.3 - Bug assignee role [max]	32	32	fisher	IF	I4	F4
I	4.0	F	4.4	I4 - Introducing issue labels	F4.4 - Bug creator role [max]	31	31	fisher	IF	I4	F4
I	4.0	F	5.0	I4 - Introducing issue labels	F5 - Aspects of the Bug discussion: target	31	31	fisher	IF	I4	F5
I	4.0	F	5.0	I4 - Introducing issue labels	F5 - Aspects of the Bug discussion: topic	31	31	fisher	IF	I4	F5
I	4.0	F	5.0	I4 - Introducing issue labels	F5 - Aspects of the Bug discussion: action	31	31	fisher	IF	I4	F5
I	4.0	F	6.0	I4 - Introducing issue labels	F6 - Type of Bug [main]	31	31	fisher	IF	I4	F6
I	4.0	F	7.0	I4 - Introducing issue labels	F7 - Bug has duplicate [any]	31	31	fisher	IF	I4	F7
I	4.0	F	8.0	I4 - Introducing issue labels	F8 - Bug reopened [any]	31	31	fisher	IF	I4	F8
I	4.0	I	2.0	I4 - Introducing issue labels	I2 - Introducing issue types [main]	3.3	3	fisher	II	I4	I2
I	4.0	I	3.0	I4 - Introducing issue labels	I3 - Introducing issue severity [max]	1	1	fisher	II	I4	I3
I	4.0	I	5.1	I4 - Introducing issue labels	I5.1 - Introducing issue discussant roles	1	1	fisher	II	I4	I5
I	4.0	I	5.2	I4 - Introducing issue labels	I5.2 - Introducing issue reporter role [max]	1	1	fisher	II	I4	I5
I	4.0	I	5.3	I4 - Introducing issue labels	I5.3 - Introducing issue assignee role [max]	1	1	fisher	II	I4	I5
I	4.0	I	5.4	I4 - Introducing issue labels	I5.4 - Introducing issue creator role [max]	1	1	fisher	II	I4	I5
I	4.0	I	6.0	I4 - Introducing issue labels	I6 - Aspects of introducing issue discussion: target	1	1	fisher	II	I4	I6
I	4.0	I	6.0	I4 - Introducing issue labels	I6 - Aspects of introducing issue discussion: topic	1	1	fisher	II	I4	I6
I	4.0	I	6.0	I4 - Introducing issue labels	I6 - Aspects of introducing issue discussion: action	1	1	fisher	II	I4	I6
I	4.0	I	8.0	I4 - Introducing issue labels	I8 - Introducing issue has wiki/specification [any]	1	1	fisher	II	I4	I8
I	4.0	I	9.0	I4 - Introducing issue labels	I9 - Introducing issue reopened [any]	1	1	fisher	II	I4	I9
I	4.0	ML	2.1	I4 - Introducing issue labels	ML2.1 - ML bug discussant roles	E	E	fisher	IML	I4	ML2
I	4.0	ML	3.0	I4 - Introducing issue labels	ML3 - Aspects of ML bug discussion: target	E	E	fisher	IML	I4	ML3
I	4.0	ML	3.0	I4 - Introducing issue labels	ML3 - Aspects of ML bug discussion: topic	E	E	fisher	IML	I4	ML3
I	4.0	ML	3.0	I4 - Introducing issue labels	ML3 - Aspects of ML bug discussion: action	E	E	fisher	IML	I4	ML3
I	4.0	ML	5.1	I4 - Introducing issue labels	ML5.1 - ML introducing change discussant roles	31	31	fisher	IML	I4	ML5
I	4.0	ML	6.0	I4 - Introducing issue labels	ML6 - Aspects of ML introducing change discussion: target	31	31	fisher	IML	I4	ML6
I	4.0	ML	6.0	I4 - Introducing issue labels	ML6 - Aspects of ML introducing change discussion: topic	31	31	fisher	IML	I4	ML6
I	4.0	ML	6.0	I4 - Introducing issue labels	ML6 - Aspects of ML introducing change discussion: action	31	31	fisher	IML	I4	ML6
I	4.0	O	2.0	I4 - Introducing issue labels	O2 - Type of other media in which bug was discussed	31	31	fisher	IO	I4	O2
I	4.0	O	3.1	I4 - Introducing issue labels	O3.1 - Discussant roles in other media	31	31	fisher	IO	I4	O3
I	4.0	O	4.0	I4 - Introducing issue labels	O4 - Aspects of discussions in other media: target	31	31	fisher	IO	I4	O4
I	4.0	O	4.0	I4 - Introducing issue labels	O4 - Aspects of discussions in other media: topic	31	31	fisher	IO	I4	O4
I	4.0	O	4.0	I4 - Introducing issue labels	O4 - Aspects of discussions in other media: action	31	31	fisher	IO	I4	O4
I	4.0	O	5.0	I4 - Introducing issue labels	O5 - Buggy files arepresent in the BIC?	31	31	fisher	IO	I4	O5
I	4.0	R	2.0	I4 - Introducing issue labels	R2 - Review tool [main]	3.3	3	fisher	IR	I4	R2
I	4.0	R	4.0	I4 - Introducing issue labels	R4 - Reviewer types	1	1	fisher	IR	I4	R4
I	4.0	R	7.0	I4 - Introducing issue labels	R7 - Caused changes [any]	1	1	fisher	IR	I4	R7
I	4.0	R	8.0	I4 - Introducing issue labels	R8 - Aspects of review comments: target	1	1	fisher	IR	I4	R8
I	4.0	R	8.0	I4 - Introducing issue labels	R8 - Aspects of review comments: topic	1	1	fisher	IR	I4	R8
I	4.0	R	8.0	I4 - Introducing issue labels	R8 - Aspects of review comments: action	1	1	fisher	IR	I4	R8
I	4.0	R	9.0	I4 - Introducing issue labels	R9 - Bug covering review comments [any]	32	32	fisher	IR	I4	R9
I	4.0	R	10.0	I4 - Introducing issue labels	R10 - Bug covering review changes [any]	31	31	fisher	IR	I4	R10
I	4.0	R	11.0	I4 - Introducing issue labels	R11 - Review branch	1	1	fisher	IR	I4	R11
I	5.1	B	1.0	I5.1 - Introducing issue discussant roles	B1 - Build tools	1	1	fisher	IB	I5	B1
I	5.1	B	2.0	I5.1 - Introducing issue discussant roles	B2 - Dependency resolution	1	1	fisher	IB	I5	B2
I	5.1	B	3.0	I5.1 - Introducing issue discussant roles	B3 - Build practices	1	1	fisher	IB	I5	B3
I	5.1	C	2.1	I5.1 - Introducing issue discussant roles	C2.1 - Commit type (current)	1	1	fisher	IC	I5	C2
I	5.1	C	2.2	I5.1 - Introducing issue discussant roles	C2.2 - Commit types (children)	1	1	fisher	IC	I5	C2
I	5.1	C	2.3	I5.1 - Introducing issue discussant roles	C2.3 - Commit types (parents)	1	1	fisher	IC	I5	C2
I	5.1	C	7.0	I5.1 - Introducing issue discussant roles	C7 - Committer type	2.1	2	fisher	IC	I5	C7
I	5.1	C	8.0	I5.1 - Introducing issue discussant roles	C8 - Multiple concerns	1	1	fisher	IC	I5	C8
I	5.1	C	9.0	I5.1 - Introducing issue discussant roles	C9 - Commit type Swanson	1	1	fisher	IC	I5	C9
I	5.1	C	10.0	I5.1 - Introducing issue discussant roles	C10 - Test changes	1	1	fisher	IC	I5	C10
I	5.1	C	11.0	I5.1 - Introducing issue discussant roles	C11 - Bug-covering test changes	31	31	fisher	IC	I5	C11
I	5.1	C	12.0	I5.1 - Introducing issue discussant roles	C12 - Bug-covering changes prior or subsequent commit	31	31	fisher	IC	I5	C12
I	5.1	C	13.0	I5.1 - Introducing issue discussant roles	C13 - Test failures	1	1	fisher	IC	I5	C13
I	5.1	C	15.0	I5.1 - Introducing issue discussant roles	C15 - Documentation changes	1	1	fisher	IC	I5	C15
I	5.1	C	16.0	I5.1 - Introducing issue discussant roles	C16 - Bug affecting documentation	31	31	fisher	IC	I5	C16
I	5.1	C	17.0	I5.1 - Introducing issue discussant roles	C17 - Refactorings	1	1	fisher	IC	I5	C17
I	5.1	C	18.0	I5.1 - Introducing issue discussant roles	C18 - Bug-introducing refactorings	31	31	fisher	IC	I5	C18
I	5.1	C	19.0	I5.1 - Introducing issue discussant roles	C19 - Design changes	1	1	fisher	IC	I5	C19
I	5.1	C	20.0	I5.1 - Introducing issue discussant roles	C20 - Bug-introducing design changes	31	31	fisher	IC	I5	C20
I	5.1	C	21.0	I5.1 - Introducing issue discussant roles	C21 - Change of external dependencies	1	1	fisher	IC	I5	C21
I	5.1	C	22.0	I5.1 - Introducing issue discussant roles	C22 - Bug-introducing dependency changes	31	31	fisher	IC	I5	C22
I	5.1	CI	2.0	I5.1 - Introducing issue discussant roles	CI2 - CI build status	1	1	fisher	ICI	I5	CI2
I	5.1	CI	3.0	I5.1 - Introducing issue discussant roles	CI3 - CI build status change	1	1	fisher	ICI	I5	CI3
I	5.1	I	5.2	I5.1 - Introducing issue discussant roles	I5.2 - Introducing issue reporter role [max]	3.3	3	fisher	II	I5	I5
I	5.1	I	5.3	I5.1 - Introducing issue discussant roles	I5.3 - Introducing issue assignee role [max]	1	1	fisher	II	I5	I5
I	5.1	I	5.4	I5.1 - Introducing issue discussant roles	I5.4 - Introducing issue creator role [max]	3.3	3	fisher	II	I5	I5
I	5.1	I	6.0	I5.1 - Introducing issue discussant roles	I6 - Aspects of introducing issue discussion: target	1	1	fisher	II	I5	I6
I	5.1	I	6.0	I5.1 - Introducing issue discussant roles	I6 - Aspects of introducing issue discussion: topic	1	1	fisher	II	I5	I6
I	5.1	I	6.0	I5.1 - Introducing issue discussant roles	I6 - Aspects of introducing issue discussion: action	1	1	fisher	II	I5	I6
I	5.1	I	8.0	I5.1 - Introducing issue discussant roles	I8 - does it have a wiki? or does it have a specification? [any]	1	1	fisher	II	I5	I8
I	5.1	I	9.0	I5.1 - Introducing issue discussant roles	I9 - Introducing issue reopened [any]	1	1	fisher	II	I5	I9
I	5.1	ML	2.1	I5.1 - Introducing issue discussant roles	ML2.1 - ML bug discussant roles	E	E	fisher	IML	I5	ML2
I	5.1	ML	3.0	I5.1 - Introducing issue discussant roles	ML3 - Aspects of ML bug discussion: target	E	E	fisher	IML	I5	ML3
I	5.1	ML	3.0	I5.1 - Introducing issue discussant roles	ML3 - Aspects of ML bug discussion: topic	E	E	fisher	IML	I5	ML3
I	5.1	ML	3.0	I5.1 - Introducing issue discussant roles	ML3 - Aspects of ML bug discussion: action	E	E	fisher	IML	I5	ML3
I	5.1	ML	5.1	I5.1 - Introducing issue discussant roles	ML5.1 - ML introducing change discussant roles	1	1	fisher	IML	I5	ML5
I	5.1	ML	6.0	I5.1 - Introducing issue discussant roles	ML6 - Aspects of ML introducing change discussion: target	1	1	fisher	IML	I5	ML6
I	5.1	ML	6.0	I5.1 - Introducing issue discussant roles	ML6 - Aspects of ML introducing change discussion: topic	1	1	fisher	IML	I5	ML6
I	5.1	ML	6.0	I5.1 - Introducing issue discussant roles	ML6 - Aspects of ML introducing change discussion: action	1	1	fisher	IML	I5	ML6
I	5.1	O	2.0	I5.1 - Introducing issue discussant roles	O2 - Type of other media in which bug was discussed	31	31	fisher	IO	I5	O2
I	5.1	O	3.1	I5.1 - Introducing issue discussant roles	O3.1 - Discussant roles in other media	31	31	fisher	IO	I5	O3
I	5.1	O	4.0	I5.1 - Introducing issue discussant roles	O4 - Aspects of discussions in other media: target	31	31	fisher	IO	I5	O4
I	5.1	O	4.0	I5.1 - Introducing issue discussant roles	O4 - Aspects of discussions in other media: topic	31	31	fisher	IO	I5	O4
I	5.1	O	4.0	I5.1 - Introducing issue discussant roles	O4 - Aspects of discussions in other media: action	31	31	fisher	IO	I5	O4
I	5.1	O	5.0	I5.1 - Introducing issue discussant roles	O5 - Buggy files arepresent in the BIC?	31	31	fisher	IO	I5	O5
I	5.1	R	2.0	I5.1 - Introducing issue discussant roles	R2 - Review tool [main]	1	1	fisher	IR	I5	R2
I	5.1	R	4.0	I5.1 - Introducing issue discussant roles	R4 - Reviewer types	1	1	fisher	IR	I5	R4
I	5.1	R	7.0	I5.1 - Introducing issue discussant roles	R7 - Caused changes [any]	1	1	fisher	IR	I5	R7
I	5.1	R	8.0	I5.1 - Introducing issue discussant roles	R8 - Aspects of review comments: target	1	1	fisher	IR	I5	R8
I	5.1	R	8.0	I5.1 - Introducing issue discussant roles	R8 - Aspects of review comments: topic	1	1	fisher	IR	I5	R8
I	5.1	R	8.0	I5.1 - Introducing issue discussant roles	R8 - Aspects of review comments: action	1	1	fisher	IR	I5	R8
I	5.1	R	9.0	I5.1 - Introducing issue discussant roles	R9 - Bug covering review comments [any]	31	31	fisher	IR	I5	R9
I	5.1	R	10.0	I5.1 - Introducing issue discussant roles	R10 - Bug covering review changes [any]	31	31	fisher	IR	I5	R10
I	5.1	R	11.0	I5.1 - Introducing issue discussant roles	R11 - Review branch	1	1	fisher	IR	I5	R11
I	5.2	B	1.0	I5.2 - Introducing issue reporter role [max]	B1 - Build tools	3.3	3	fisher	IB	I5	B1
I	5.2	B	2.0	I5.2 - Introducing issue reporter role [max]	B2 - Dependency resolution	3.3	3	fisher	IB	I5	B2
I	5.2	B	3.0	I5.2 - Introducing issue reporter role [max]	B3 - Build practices	1	1	fisher	IB	I5	B3
I	5.2	C	2.1	I5.2 - Introducing issue reporter role [max]	C2.1 - Commit type (current)	2.1	2	fisher	IC	I5	C2
I	5.2	C	2.2	I5.2 - Introducing issue reporter role [max]	C2.2 - Commit types (children)	1	1	fisher	IC	I5	C2
I	5.2	C	2.3	I5.2 - Introducing issue reporter role [max]	C2.3 - Commit types (parents)	1	1	fisher	IC	I5	C2
I	5.2	C	7.0	I5.2 - Introducing issue reporter role [max]	C7 - Committer type	3.3	3	fisher	IC	I5	C7
I	5.2	C	8.0	I5.2 - Introducing issue reporter role [max]	C8 - Multiple concerns	1	1	fisher	IC	I5	C8
I	5.2	C	9.0	I5.2 - Introducing issue reporter role [max]	C9 - Commit type Swanson	3.3	3	fisher	IC	I5	C9
I	5.2	C	10.0	I5.2 - Introducing issue reporter role [max]	C10 - Test changes	1	1	fisher	IC	I5	C10
I	5.2	C	11.0	I5.2 - Introducing issue reporter role [max]	C11 - Bug-covering test changes	31	31	fisher	IC	I5	C11
I	5.2	C	12.0	I5.2 - Introducing issue reporter role [max]	C12 - Bug-covering changes prior or subsequent commit	32	32	fisher	IC	I5	C12
I	5.2	C	13.0	I5.2 - Introducing issue reporter role [max]	C13 - Test failures	1	1	fisher	IC	I5	C13
I	5.2	C	15.0	I5.2 - Introducing issue reporter role [max]	C15 - Documentation changes	1	1	fisher	IC	I5	C15
I	5.2	C	16.0	I5.2 - Introducing issue reporter role [max]	C16 - Bug affecting documentation	31	31	fisher	IC	I5	C16
I	5.2	C	17.0	I5.2 - Introducing issue reporter role [max]	C17 - Refactorings	1	1	fisher	IC	I5	C17
I	5.2	C	18.0	I5.2 - Introducing issue reporter role [max]	C18 - Bug-introducing refactorings	31	31	fisher	IC	I5	C18
I	5.2	C	19.0	I5.2 - Introducing issue reporter role [max]	C19 - Design changes	1	1	fisher	IC	I5	C19
