Bug_ID	Project	Notes	Duplicate_Bug_IDs	BIC	BFC	BIC_CodeReview	BIC_IntroducingIssue	BIC_Files	BIC_Files_ManualMatch	BIC_BUG_ML	BIC_II_ML	BIC_OtherIssues	CGC	CG_CodeReview	CG_IntroducingIssue	CG_OtherIssues	CG_II_ML
NOVA 1370590	nova		[1387539]	7326bac8f9564bd96bbf69afe43cf3a876468c9c	de62c0d8361bf9dae16a8ff1672229fee1c15e5e	[74537]	[libvirt-start-lxc-from-block-devices]	[ nova/virt/libvirt/driver.py ]	{}	[msg61340, msg61365]	[msg34055, msg34056, msg34156, msg34124]	[]	e65a43837e9ccad8ca34da4d29824df591c685fe	[119446]	[]	[]	[]
NOVA 1371677	nova		[1372369, 1448333]	5fa74bc0b2ab6fe5149a9b684b4beadb67877622	833357301bc80a27422f7bf081fae2d3da730a24	[40467]	[lvm-ephemeral-storage-encryption]	[ nova/virt/libvirt/driver.py ]	{}	[]	[msg34126, msg34251, msg34261, msg34266, msg34336, msg34091, msg34100, msg34102, msg34125]	[]	9340f6db7961824aabdf73cecf5e19892ce01c03	[107602]	[]	[]	[]
NOVA 1375379	nova		[]	e71e8c2a8902acb59dc95e4ea3521e09ae50aa7d	4f0547d4978172e29eb328bceb404335da1b9e0a	[18864]	[libvirt-spice]	[ nova/console/websocketproxy.py ]	{}	[]	[msg114649]	[]	f2baacd4e634b815fe011ced0d6e46f6c06b7fdd	[19679]	[]	[]	[]
NOVA 1381468	nova		[]	30871e8702737edbbfbcbbb5f21858873b37685c	fdcf358eaeef6edb5c8d2dcc94f906a22882544a	[124714]	[1373993]	[ nova/scheduler/filters/trusted_filter.py ]	{}	[]	[]	[]	583d12f4fae620719b893cb7f9fbfc461ec8a124	[123682]	[]	[]	[]
NOVA 1392798	nova		[]	a9d0313cc7d36a9e5e60aa7710b9ce8ec2f37f19	2aea3a3d54cbe0dc9ce2b8c504818baeb1542677	[22897]	[1131588]	[ nova/compute/manager.py ]	{}	[]	[]	[]	1b32ed31425a0332ab16f5b5f6c08a20eafe7963	[19457]	[]	[]	[]
NOVA 1402535	nova		[]	933365a583daa5b9eabcf2397c3e7b803e7af74c	2833f8c08fcfb7961b3c64b285ceff958bf5a05e	[17946]	[]	[ nova/virt/libvirt/volume.py ]	{}	[]	[]	[]	2d0578c539d000981e50ba0c143385974d10e2e2	[24363]	[1148734]	[]	[]
NOVA 1402728	nova		[]	2bcda65d512f38902514e986883d9b36f4d85c33	1b2aa11758fd52acdec0289777d276303555903b	[107009]	[]	[ nova/virt/vmwareapi/vm_util.py, nova/virt/vmwareapi/vmops.py ]	{}	[]	[]	[]	990561227d1cdadc1ae91fdcc74286a47f0ddf2c	[120675]	[pci-passthrough-sriov]	[]	[msg14433, msg14469, msg14497, msg14851, msg14969, msg14975, msg15022, msg15036, msg15028, msg15031, msg15064, msg15032, msg15040, msg15065, msg15111, msg15116, msg15170, msg15030, msg15034, msg15039, msg06339, msg07005, msg07188, msg07206, msg07187, msg07207, msg07210, msg07217, msg07241, msg07282, msg07329, msg07331, msg07381, msg07238, msg07289, msg07240, msg07247, msg07290, msg07301, msg07303, msg07311, msg07318, msg53501, msg16161, msg16230, msg16225, msg16162, msg34075, msg34090, msg34099, msg34248, msg34255, msg18311, msg18344, msg18354, msg18368, msg18397, msg18401, msg18377, msg26821, msg33893, msg15634, msg15735, msg15810, msg27791]
NOVA 1403544	nova		[]	6956057ac490c788cb94fbfd0af7fe6e91a7ca96	2ad3009f3595e701a866f265263ca3a0a8ef09dc	[]	[]	[ nova/compute/api.py ]	{}	[]	[]	[]	27d89c2d425aefcd32549b08e3cff8b132d3e75b	[]	[]	[]	[]
NOVA 1419002	nova		[]	2ef03c6a0a8c5705249c3b5be755e0a13ca39332	b838ca28e0ffda21b298a4514a647fc74c154f4a	[]	[]	[ nova/virt/libvirt/driver.py, nova/compute/utils.py ]	{ "nova/virt/libvirt/driver.py": null, "nova/compute/utils.py": null }	[]	[]	[]	1e4024b72218a07d1e535878337547cf16406dd8	[]	[]	[]	[]
NOVA 1424647	nova		[1425178]	d2cbb9adeaddefc00db430644e0d51b11ffb7600	8f060f07c7eeb1d1356f0ce6c0e1ca6ec4ec0b96	[119396]	[]	[ nova/cmd/baseproxy.py, nova/cmd/novncproxy.py, nova/cmd/serialproxy.py, nova/cmd/spicehtml5proxy.py ]	{}	[]	[]	[]	5ee83244f40f3d3c29bf47c5d86952bf53de1684	[136717]	[]	[]	[]
NOVA 1434855	nova		[]	abc656d3d549c555cf7c94d0ae0e5d50768bd366	ae3c63502096b9e16bd02f356286e396e4abb0de	[155853]	[ec2-api]	[ doc/v3/api_samples/os-extended-volumes/v2.3/server-get-resp.json, doc/v3/api_samples/os-extended-volumes/v2.3/servers-detail-resp.json ]	{}	[]	[msg44548, msg44549, msg44573, msg44627, msg44781, msg44802, msg44808, msg44769, msg44782, msg44834, msg44858, msg44861, msg44863, msg44870, msg44937, msg44987, msg44989, msg45244, msg44704, msg44706, msg44707, msg44708, msg44711, msg44779, msg44732, msg44762, msg44764, msg44765, msg44766, msg44836, msg44847, msg44849, msg45199, msg44771, msg44789, msg44790, msg44801, msg44807, msg44821, msg44851, msg44862, msg44872, msg44875, msg44883, msg44886, msg44890, msg44888, msg44905, msg44864, msg44887, msg44921, msg44923, msg44924, msg45193, msg45195, msg45203, msg45294, msg45296, msg45297, msg45324, msg45418, msg45431, msg45480, msg45502, msg45560, msg44141]	[]	73515209cf09821a2fc922e1ae2c97650802fab4	[155678]	[v3-api-policy]	[]	[msg09183, msg51155, msg51212, msg51213, msg51240, msg51248, msg51552, msg45356, msg45386, msg45388]
NOVA 1437855	nova		[]	1b2c121f133b15d0fe3f6ebdb131ac9998bc4b83	c5dfd2c3ef773b29666fae3fe75bf7548044dbf5	[26113]	[multi-nic-floating-ip-assignment]	[ nova/api/openstack/compute/contrib/floating_ips.py, nova/api/openstack/compute/plugins/v3/floating_ips.py ]	{ "nova/api/openstack/compute/contrib/floating_ips.py": "nova/api/openstack/compute/contrib/floating_ips.py", "nova/api/openstack/compute/plugins/v3/floating_ips.py": null }	[]	[]	[ec2-api]	7cef50ad800274cad3d07240cc468d038ce4031b	[28774]	[]	[]	[]
NOVA 1438331	nova		[]	13e2bd02a5b50973f95eb3d8fc0af4e0702e3381	a37bc78ed57aeabbb87b26f77fd785db3ee6a9ba	[94294]	[1346092]	[ nova/virt/libvirt/rbd_utils.py ]	{ "nova/virt/libvirt/rbd_utils.py": "nova/virt/libvirt/rbd.py" }	[]	[]	[]	5876827d92bad3c408651184d9fea835639d8db8	[113741]	[compute-manager-objects-juno]	[]	[msg32281, msg32283]
NOVA 1441000	nova		[]	7dd6a4a19311136c02d89cd2afd97236b0f4cc27	3946cfd900b18917fccdc7330bc4f070d7abd81d	[151664]	[1414065]	[ nova/virt/libvirt/driver.py ]	{}	[]	[msg49617, msg49781, msg50112, msg44750, msg44840, msg44816, msg44817, msg44841, msg44857]	[]	f90885bacba3728dc9a35e99eecef37a37b881e2	[132231]	[]	[]	[]
NOVA 1443697	nova	1407438, 1407050 and 1402784 are equally introducing for BIC	[]	f3f1a53fe2bfe23229867c4a90f6456ac204181f	3a77c7c570acee40100f2fae77ef5b461997b78e	[145007]	[1407438, 1407050, 1402784]	[ nova/virt/vmwareapi/vmops.py ]	{}	[]	[]	[]	98dcd0dc6fe19ab243556874e4f0910e78484e02	[150293]	[v3-api-policy]	[]	[msg09183, msg51155, msg51212, msg51213, msg51240, msg51248, msg51552, msg45356, msg45386, msg45388]
NOVA 1443970	nova		[1456321]	447641972539f1e13923c6ee5d64169f4229b856	f697befdd3a0f9b81ff9a74f55e4460cd3783692	[93754]	[better-support-for-multiple-networks]	[ nova/network/manager.py ]	{}	[msg58950]	[msg31200, msg31205]	[]	995ee643f3291157151d195552232d09d471d8c2	[94811]	[]	[]	[]
NOVA 1447249	nova		[]	1682c5b585835e151845c7f64a6c29bc21c29edc	7471b5a0924c8cb90b94ea122967b422d35d9c69	[144792]	[use-configdrive-with-ironic]	[ nova/virt/ironic/driver.py ]	{}	[]	[]	[use-configdrive-with-ironic]	ce28166dcf25a3d589e6f020b2dfa64705d15126	[142282]	[kilo-objects]	[]	[]
NOVA 1453274	nova		[]	60c90f73261efb8c73ecc02152307c81265cab13	96a2283c1a07f0298c57f57d8c4112c1c33b6128	[102324]	[1333827]	[nova/virt/libvirt/driver.py]	{}	[]	[]	[]	c363dae6a2b878db6801b502cced1fcc6aad2d0c	[109489]	[1348288]	[]	[]
NOVA 1466390	nova	CG Review 32717 is on another branch	[]	501ff418df4c08e52a697772200aa08dd67a4a43	d4d23124a54a62607f710c44a871c0810105729a	[28880]	[instance-group-api-extension]	[ nova/db/sqlalchemy/api.py ]	{}	[]	[msg04418, msg04421, msg04437, msg04504, msg04560, msg04528, msg04561, msg16259, msg16265, msg16267, msg16270, msg16275, msg16268, msg23071, msg04217, msg04234, msg04267, msg04280, msg04292, msg04307, msg04262, msg21193, msg04489, msg05683, msg05684, msg05685, msg05694, msg05755, msg05756, msg05795, msg00770, msg00786, msg00789, msg01139, msg13766]	[]	fa6c2d4def22f0ddd296572d9ce5b3b6f7267e2f	[30201, 32717]	[1180178]	[]	[]
NOVA 1467451	nova		[]	0e02db2980dc4e76ef7949ba4ec131af9fc4a44d	a02deffcfab6cc9a7b0764dd36b8514f6cb1a108	[129235]	[hyper-v-smbfs-volume-support]	[ nova/virt/hyperv/vmutils.py, nova/virt/hyperv/vmutilsv2.py ]	{}	[]	[]	[hyper-v-smbfs-volume-support]	c6088d94bfd11114c94b2bdf7bd51cb4b1989720	[140337]	[]	[]	[]
NOVA 1475356	nova		[]	0eb7e35fbfe5de5f9f00ff1a0cce1d6a61f3a902	7c0e2238eb003ac0c620f4b63fa92baa6675e724	[59560]	[1258256]	[ nova/objects/base.py ]	{}	[]	[]	[]	c1dae06f1e366e7681fbffc776153b3ed3af2618	[64289]	[]	[]	[]
NOVA 1475911	nova		[]	e310985b77d916b1ad7f9ec60a9a0b46364046ac	74e140faf23d07e23c33f707d2278679fbc5bbde	[113545]	[libvirt-lxc-user-namespaces]	[ nova/cmd/idmapshift.py ]	{}	[]	[msg34283, msg34285, msg34300, msg34371, msg34373]	[]	b826fba1cd61f7ddbee091c220eaef7ea5317c1b	[113772]	[]	[]	[]
NOVA 1481078	nova		[]	31f208423405ed50bb5b32977071f917ac3ce26d	20847c25a8157a10b765387ff8dbda31f8f4e91a	[164940]	[1432913]	[ nova/virt/xenapi/vmops.py ]	{}	[]	[]	[]	05120edf92627ff7ad20a928f8b94568031556c9	[175551]	[nova-no-downward-sql-migration]	[]	[]
NOVA 1486541	nova	Both icehouse-objects and clean-up-legacy-block-device-mapping are equally introducing for BIC Both compute-manager-objects and icehouse-objects are equally introducing for CGC commit	[]	f5071bd1ac00ed68102d37c8025d36df6777cd9e	812d75ecb59c3198cf40ae81cfc97a99b5ff1a50	[70747]	[icehouse-objects, clean-up-legacy-block-device-mapping]	[ nova/compute/cells_api.py ]	{ "nova/compute/cells_api.py": null }	[]	[msg18407, msg18410, msg18411, msg18425]	[]	1d551dc96658ade41c8e9fabc6d9b41a28d5ed15	[63612]	[compute-manager-objects, icehouse-objects]	[]	[msg11310]
NOVA 1505471	nova		[]	64e167eb62bd3483b2947ec8de218453c116bd93	5252bba03e43c71f90cb2a657e6a7f396d04be75	[10903]	[]	[ nova/servicegroup/drivers/db.py ]	{ "nova/servicegroup/drivers/db.py": "nova/servicegroup/db_driver.py" }	[]	[]	[]	ac658aa7d0671fb9b5a0a2c504f4b73dff514da9	[17839]	[scope-config-opts]	[]	[msg02715, msg02913]
																	
																	
																	
																	
NOVA 1481164	nova		[]		0ed3f33028b539877abf51b5a36a0f8e5c0a5927	[208796]	[]	[ nova/virt/libvirt/blockinfo.py ]	{}	[]	[]	[]		[]	[]	[]	[]
